id,MedHouseVal
20047,0.5534950176602936
3025,1.1254323682539908
15664,3.919145762259138
20485,2.525237023081145
9815,2.2134804264164383
13312,1.651149710961717
7114,2.3657589314735903
7669,1.7420442826254559
18247,3.190195174715935
5724,4.3621658354863175
20070,0.9910205807986147
6836,1.9521990391927815
11352,1.6248480145196396
20268,1.8915466878583855
7098,2.3193401710307335
6299,1.739452927439854
697,2.0984711055045944
19608,2.0082518843930273
14174,1.6330551294918534
19639,1.0797759983355717
18333,3.600094591976915
4692,3.517371145734788
2324,1.3469463802421133
16881,4.253180845656095
14522,1.6204834908958443
19834,0.4423807343652066
8384,2.108556554540104
2648,1.173626405308467
1457,1.4416466970429198
5679,3.8405494740236468
342,1.3493643951292977
4853,1.4818082727527238
14387,2.3413612424588175
18262,3.8723082199014343
16106,2.3843879453170613
9150,2.4604918419073276
16880,3.217748650921662
6254,1.5941891754974393
11742,1.118576565382158
7331,1.420263393842858
20461,3.100792618900772
2413,1.2186902365870944
19392,1.1188049911083888
11442,2.5199476949115724
13333,1.4259734865138483
3722,1.9454608093248638
14987,1.3578461213550936
14153,1.589870260826855
5655,2.484398944668432
2579,1.197114400736357
19333,2.194404374942091
3377,1.8667474065082486
15119,1.3788669984974247
9621,0.7071128400266814
7192,1.519519345543568
19933,1.6651692239900013
13707,0.779178989066568
6221,2.1918112921596453
14642,2.3602087181849982
12102,1.850165299167645
11513,3.4729413274669385
4744,2.2425145110034466
19403,0.9732970997248706
2609,1.0748801349417745
11450,3.1440487334917706
7655,1.807704648047843
19061,1.7271556899539866
1351,1.557339513325701
4592,1.8231318888949308
7169,1.5891127658088529
3355,1.0963333473574823
739,2.1680455712458735
2352,0.8588110807241833
15138,1.6021393354521738
8531,1.9602520057187376
19151,2.0858201728642625
17042,4.0974789654302395
10496,2.113205070860699
7807,1.8787715972050805
8916,2.3819073491528173
19891,0.796998077686399
10217,1.7009631823148106
4392,1.6174739623561603
4601,1.684062861997132
5752,3.903483977326765
15480,2.2615764731134615
3329,1.0870632880133728
12810,0.811960742235459
20269,1.880978596462158
3959,1.9176669970157627
18874,1.3306819576687867
17929,2.743642457760016
14308,0.9600949503244731
2029,0.42686738029069365
13070,0.9905588068952427
6053,1.2586287577634923
15976,3.6234124356857804
14332,1.9164870800798264
1607,2.0534850908379685
10916,1.66682459987328
13337,1.6757978120528014
10390,4.229679122777312
14463,2.9928854475282316
14931,2.7684450090802195
6963,2.199434543809533
10237,1.461925387073585
4280,2.112909557758787
4739,3.1135934785714587
17974,2.3770185357073674
19560,0.8488478714503919
539,1.6020328607944645
4187,2.3594504765680897
2827,3.6208173674683657
17841,4.019132331918685
12571,1.6056807798253454
4768,2.108782786232034
7764,1.7153633554050929
4044,2.96232342175633
11312,2.4128670358049606
6069,2.055749129935468
19253,1.6729042716784681
8338,2.1895375364578364
16026,3.377720259389981
4310,1.7913303113018317
15061,1.2777307872710075
2421,0.6532453264310099
13657,0.8597634631150631
5666,2.196033374671382
3779,3.173652902814851
2302,1.7055581207123218
5991,3.141180501819642
6591,4.7557871043942495
16105,2.720010257926546
9623,0.8348508689331745
19123,2.085873509420601
13933,1.352523034403655
291,2.1858345848001783
17203,2.891008376275448
9971,2.2512429473717144
20373,3.1166526814992963
18347,2.13430651048683
14971,1.2403009074443718
4448,1.5861319408776269
4745,2.2630162180346356
3530,4.241527129125107
7317,1.43400566687438
16886,4.2267287573500045
15891,1.8144294580326232
10034,0.8301626528265372
13598,1.1832216599707959
4668,1.8693469263654843
16331,1.1045111024376804
6542,1.903801943392358
7229,1.4814411548384914
9846,2.783144486419438
10386,2.9073255346742615
10886,2.3809405441454574
11097,2.4598198235962307
9572,1.0546146044615654
5223,1.121446841016966
15608,2.168475568325424
6815,2.1308548771630402
3486,4.2315813230392045
9878,1.4474863199334704
18787,0.9142296372786692
17199,3.2707542632786755
20126,1.7680629129051106
19819,0.7872655094491665
3913,2.0432809886213454
17826,2.5251303781847487
17640,3.354776313370541
14016,2.6510032670773667
15398,2.9632615357337904
10429,3.2000539233371477
19767,0.6445858562407574
13926,0.31461873766200454
9943,0.9074407511164571
13934,1.1746938019349362
1098,1.7309230095742332
2116,0.9150145509316987
1494,3.1774561210955996
18467,3.53766415836704
15031,1.728449523946434
17924,2.6028842927324014
2335,0.36215308317016914
5217,1.4164733986546583
6242,1.6060231662298863
4630,2.2166015991421344
18178,4.263589621068165
5060,2.7478691178618297
7548,1.5536373950957032
564,2.505086988018198
6422,1.4051879207744584
4497,1.8708877776332133
13016,1.3475858016387217
19960,0.845324149975163
3922,2.058222683685687
12415,0.8456400880853793
4047,5.108458182799296
5237,1.3650151641093031
16758,2.7679465267577124
10762,4.806518184337125
19072,3.048600200008391
18915,2.0120961681635183
3483,2.017095603613258
16039,2.117652304921781
19486,1.4773922851314962
9659,0.7458853303153851
7108,1.90242540587379
18657,1.6013878829971158
7279,1.3689162894723095
17799,4.720231499146804
8539,2.1661565990967517
15294,3.135336078636911
18885,1.0799505396510987
6642,1.425944960693669
4389,1.6905222319687967
19855,0.4171710442469459
18248,2.7848125245321143
4915,1.30927450766026
1902,1.028747396705572
13018,1.5649208691047214
15908,3.5972698814029394
13571,1.8311785386834702
9467,0.9746397243587303
19152,1.5745399102705429
5827,2.6253733787554263
13916,0.7863584397562606
10560,2.0973705912768965
14367,2.6898655165581733
5478,2.96173316013818
8982,2.4303889463125965
4955,1.7245072699044826
15758,3.6174683281855256
11736,1.0209592705447765
3211,0.7895554810742165
16951,4.47230390184963
8633,5.189944362063274
5208,1.5224620592007114
8592,2.647636511453409
8199,2.7893812419375954
11904,1.2286511611136182
6513,1.7422216805968656
475,1.5205684552314223
10200,1.886629262309113
7724,2.5985843139454254
14817,2.7905539189585475
14734,2.5142819391265827
14658,2.7872957219375647
12989,1.5632776942118638
20566,1.0663174618021876
19297,1.999468234258356
4476,1.7140145483665428
1291,1.4422888376699392
12426,0.7486832294020822
20451,2.447381544803789
7150,1.4870419512104707
13450,1.267078368231142
5227,1.2373693250722364
15022,1.4737134834581789
17354,2.0917059643205724
18170,2.747027231761659
409,4.017150504977428
7656,1.8743194359714301
9666,0.7588114957875495
5358,3.8644525240446588
7388,1.3718346587775927
13176,1.9051768720695614
15243,3.944193773586942
13652,1.4487440130450102
17109,5.034381012463701
386,1.9224395294823213
6888,1.7511481558170199
7102,1.8477493693170282
15003,1.2692796704130749
11533,1.9557443409765625
18873,2.1107145165035237
1035,1.3278348653612677
11987,1.146004384782528
13531,1.8398090748876559
4464,1.7156726172596621
20348,2.948203871083961
13113,1.1148443611948082
18887,1.3409568599767614
14809,2.8259700269496473
20350,4.079637119801749
972,3.2225626111137506
13339,1.6181179968150743
17882,2.957621726213426
11518,4.687313670175094
6244,1.7269005064411973
3016,1.3026994615885854
14665,1.4395815113835102
5803,2.069335269016453
4418,1.6782104805805491
16342,0.7262634786222977
8292,2.97759384431052
1167,0.6702420554969819
17885,2.305173039902983
15056,1.8652619371185986
9071,1.071754885865012
1202,0.8621725435905764
8575,4.769641951074702
14848,1.214663787947073
16252,0.9968851206644286
17043,4.633437223395622
4578,2.015367055221783
2502,0.8327115153395691
2860,2.9963301054280125
10276,1.6204215827621187
7248,1.5806567330196135
3683,2.1346689182663128
11056,3.028936839198199
20169,2.5898150544353182
8876,5.3357596585885645
7795,1.5724884774142525
9265,0.7715139360714895
12376,2.0651675647265426
11998,1.6893960120787936
9961,3.6545250704347794
18606,2.3832390714797995
20172,2.338004499327264
6650,1.9394874506949171
10797,5.020990149015148
15609,1.9331889213809001
7347,1.4964931844416642
13378,1.9332307989017625
12282,0.9695834692627059
1912,1.4184043429617932
6952,1.4167420858910258
16496,1.4146360063601215
18681,1.7891717121369257
17012,3.4153966375708125
11371,1.9892430663255505
2141,0.9530262943492798
1693,2.7465231831539
14967,1.0217629773321673
2755,0.6753264541617628
19554,1.2089363454822015
3482,4.229318933101225
1458,2.425569684637974
2699,0.6888645706646964
13889,0.19552144132409524
7984,2.1207967228988447
3965,2.278806874168226
20587,1.1974680556626867
16873,3.994048360136816
16957,3.060990896879811
14460,5.028218009490322
804,2.629839782620085
20356,2.1101814068882008
10218,1.9159789843512551
5117,1.3365053342115996
9993,0.8393276221939652
8396,2.2992560947819296
18535,1.6108385444915765
2798,0.9069295501844488
11219,2.3455578140271407
8611,2.8379270107152332
14650,2.824079514614241
9855,4.245272406993145
10477,2.1639543478149643
5712,1.8628549815404605
13207,1.415228345106023
5108,1.8428299781773838
7031,1.7188836710775015
8461,2.1412270099579667
17149,4.343637816801362
17966,2.5480191484876533
